geneId	group	sample	cateRange	typeMethy	count	mean	std	min	25%	50%	75%	max
106990386	B	BH003	Upstream	hmd	8.0	73.64583587646484	21.487064361572266	39.16666793823242	59.375	77.5	90.625	100.0
106990386	B	BH003	Upstream	pmd	17.0	63.153594970703125	20.264480590820312	29.197500228881836	45.959999084472656	70.211669921875	75.43875122070312	96.43000030517578
106990386	C	C0316	Body	hmd	18.0	50.04595947265625	28.608362197875977	0.0	27.083333015441895	50.83333396911621	76.77189445495605	92.8550033569336
106990386	C	C0316	Body	lmr	2.0	32.2703857421875	22.741098403930664	16.190000534057617	24.230192184448242	32.2703857421875	40.310577392578125	48.35076904296875
106990386	C	C0316	Distal	hmd	59.0	68.99408721923828	21.868568420410156	0.0	56.875	73.72833251953125	87.5	98.4375
106990386	C	C0316	Distal	lmr	3.0	47.64875411987305	35.085697174072266	16.06999969482422	28.764375686645508	41.4587516784668	63.438127517700195	85.4175033569336
106990386	C	C0316	Distal	pmd	70.0	58.49707794189453	25.42237663269043	0.0	39.35000133514404	61.08736228942871	80.3131275177002	100.0
106990386	C	C0316	Distal	umr	6.0	46.408355712890625	23.580699920654297	16.06999969482422	35.812188148498535	42.25687599182129	54.65291786193848	85.4175033569336
106990386	C	C0316	Upstream	hmd	25.0	65.1308364868164	22.65745735168457	25.0	50.000999450683594	64.58374786376953	83.12625122070312	100.0
106990386	C	C0351	Body	hmd	18.0	47.27825927734375	25.516170501708984	0.0	33.33333206176758	46.30910682678223	71.8756275177002	84.36333465576172
106990386	C	C0351	Body	lmr	2.0	49.1497688293457	9.166605949401855	42.667999267578125	45.908884048461914	49.1497688293457	52.39065361022949	55.63153839111328
106990386	C	C0351	Distal	hmd	59.0	67.38086700439453	21.498918533325195	0.0	56.25	72.9175033569336	83.74531173706055	93.93909454345703
106990386	C	C0351	Distal	lmr	3.0	41.08797836303711	28.742046356201172	22.22142791748047	24.548213958740234	26.875	50.5212516784668	74.1675033569336
106990386	C	C0351	Distal	pmd	70.0	59.43411636352539	24.447795867919922	0.0	40.69374942779541	64.1137523651123	77.0310001373291	100.0
106990386	C	C0351	Distal	umr	6.0	50.33880615234375	21.294429779052734	22.22142791748047	33.003472328186035	57.24194526672363	63.98750305175781	74.1675033569336
106990386	C	C0351	Upstream	hmd	25.0	64.30323791503906	20.448593139648438	25.0	50.0	66.66625213623047	80.68250274658203	96.33300018310547
106990386	C	CH003	Body	hmd	18.0	52.41108703613281	27.305273056030273	0.0	33.749999046325684	50.0	71.875	100.0
106990386	C	CH003	Body	lmr	2.0	64.61538696289062	6.527137279510498	60.0	62.30769157409668	64.61538314819336	66.92307472229004	69.23076629638672
106990386	C	CH003	Distal	hmd	59.0	71.27387237548828	21.89451789855957	0.0	56.666250228881836	75.0	87.91666793823242	100.0
106990386	C	CH003	Distal	lmr	3.0	71.23059844970703	31.856821060180664	34.52428436279297	61.012142181396484	87.5	89.5837516784668	91.6675033569336
106990386	C	CH003	Distal	pmd	70.0	61.5059700012207	24.355440139770508	0.0	45.83333206176758	64.40250015258789	81.17541694641113	100.0
106990386	C	CH003	Distal	umr	6.0	69.46326446533203	22.912559509277344	34.52428436279297	55.15833377838135	77.47000122070312	85.3125	91.6675033569336
106990386	C	CH003	Upstream	hmd	25.0	66.71893310546875	24.183307647705078	20.0	49.16666793823242	70.83374786376953	87.4437484741211	100.0
106990386	D	D0316	Body	hmd	11.0	67.19808959960938	24.428573608398438	20.0	57.828561782836914	66.66666412353516	83.57178497314453	100.0
106990386	D	D0316	Body	pmd	9.0	55.64814758300781	21.464513778686523	25.0	37.5	50.0	75.0	83.33333587646484
106990386	D	D0316	Distal	hmd	65.0	61.688140869140625	27.598770141601562	0.0	43.45166778564453	70.0	79.1675033569336	100.0
106990386	D	D0316	Distal	lmr	3.0	41.369049072265625	28.154510498046875	12.5	27.678571701049805	42.85714340209961	55.803571701049805	68.75
106990386	D	D0316	Distal	pmd	67.0	59.741783142089844	29.03211784362793	0.0	41.66583442687988	60.5	86.61125183105469	100.0
106990386	D	D0316	Upstream	hmd	10.0	63.85742950439453	21.771495819091797	37.5	50.0	54.20464324951172	83.2497501373291	100.0
106990386	D	D0316	Upstream	pmd	15.0	62.73556137084961	28.092666625976562	0.0	45.888221740722656	72.0512466430664	86.19250106811523	93.33333587646484
106990386	D	D0351	Body	hmd	11.0	61.348079681396484	22.55946922302246	26.666000366210938	43.88111877441406	64.58374786376953	73.61083221435547	100.0
106990386	D	D0351	Body	pmd	9.0	49.04063415527344	19.187437057495117	20.832500457763672	32.5	48.21428680419922	66.66600036621094	70.83333587646484
106990386	D	D0351	Distal	hmd	65.0	58.31150436401367	24.311927795410156	0.0	41.66666793823242	61.0	79.1675033569336	100.0
106990386	D	D0351	Distal	lmr	3.0	31.720596313476562	33.51274871826172	12.244285583496094	12.372142791748047	12.5	41.4587516784668	70.4175033569336
106990386	D	D0351	Distal	pmd	67.0	58.88896179199219	28.107019424438477	0.0	38.75	59.5837516784668	85.03416442871094	100.0
106990386	D	D0351	Upstream	hmd	10.0	58.235877990722656	21.9262752532959	25.0	47.916500091552734	53.06738090515137	76.5	90.0
106990386	D	D0351	Upstream	pmd	15.0	57.04509735107422	25.153257369995117	0.0	47.76881980895996	62.70000076293945	76.96374893188477	87.5
106990386	D	DH003	Body	hmd	11.0	62.49186706542969	17.238914489746094	37.5	46.76142120361328	61.9033317565918	76.52812576293945	85.0
106990386	D	DH003	Body	pmd	9.0	47.601905822753906	18.987398147583008	24.44499969482422	30.0	44.61642837524414	63.66600036621094	72.0633316040039
106990386	D	DH003	Distal	hmd	65.0	58.87351989746094	26.43010711669922	0.0	42.23500061035156	58.5	82.1433334350586	100.0
106990386	D	DH003	Distal	lmr	3.0	28.14821434020996	27.879695892333984	5.0	12.673571586608887	20.347143173217773	39.722320556640625	59.09749984741211
106990386	D	DH003	Distal	pmd	67.0	53.013755798339844	27.418684005737305	0.0	30.475833892822266	54.5837516784668	77.97374725341797	100.0
106990386	D	DH003	Upstream	hmd	10.0	55.840721130371094	19.999187469482422	30.0	40.56306171417236	54.610952377319336	70.36699867248535	89.03500366210938
106990386	D	DH003	Upstream	pmd	15.0	58.35211944580078	27.690549850463867	0.0	42.82866668701172	62.856666564941406	78.5412483215332	100.0
