seqnames	start	end	width	name
chr1	2539891	2540494	604	CpG:_64
chr1	2543238	2543904	667	CpG:_55
chr1	2597921	2598152	232	CpG:_18
chr1	2664385	2664690	306	CpG:_23
chr1	2682910	2683257	348	CpG:_35
chr1	2694913	2695254	342	CpG:_28
chr1	2705609	2706299	691	CpG:_63
chr1	2711218	2712146	929	CpG:_109
chr1	2727673	2727923	251	CpG:_28
chr1	2732808	2733155	348	CpG:_25
chr1	2738869	2739205	337	CpG:_33
chr1	2740128	2740867	740	CpG:_61
chr1	2769445	2770471	1027	CpG:_78
chr1	2773061	2773266	206	CpG:_16
chr1	2782246	2782508	263	CpG:_18
chr1	2783643	2784123	481	CpG:_55
chr1	2784921	2785210	290	CpG:_25
chr1	2790278	2791043	766	CpG:_107
chr1	2831253	2831974	722	CpG:_98
chr1	2841630	2842832	1203	CpG:_81
chr1	2844714	2844970	257	CpG:_19
chr1	2846397	2847548	1152	CpG:_88
chr1	2852087	2855051	2965	CpG:_347
chr1	2857502	2858064	563	CpG:_59
chr1	2859954	2860240	287	CpG:_23
chr1	2871707	2872028	322	CpG:_41
chr1	2902307	2902546	240	CpG:_18
chr1	2903267	2903553	287	CpG:_25
chr1	2904642	2905046	405	CpG:_30
chr1	2909875	2910332	458	CpG:_40
chr1	2912041	2913508	1468	CpG:_127
chr1	2918090	2919464	1375	CpG:_164
chr1	2924708	2925717	1010	CpG:_78
chr1	2929478	2929687	210	CpG:_21
chr1	2931640	2932371	732	CpG:_69
chr1	2933317	2934178	862	CpG:_77
chr1	2943788	2945556	1769	CpG:_141
chr1	2947715	2948057	343	CpG:_32
chr1	2951044	2951450	407	CpG:_31
chr1	2954247	2954566	320	CpG:_27
chr1	2960049	2960307	259	CpG:_22
chr1	2964392	2964733	342	CpG:_44
chr1	2966464	2966951	488	CpG:_47
chr1	2968870	2969128	259	CpG:_26
chr1	2969697	2969930	234	CpG:_24
chr1	2980491	2980693	203	CpG:_15
chr1	2981739	2982043	305	CpG:_23
chr1	2987374	2987603	230	CpG:_18
chr1	2987796	2988047	252	CpG:_25
chr1	2997702	2998808	1107	CpG:_154
chr1	3016656	3017028	373	CpG:_30
chr1	3054816	3056034	1219	CpG:_103
chr1	3086095	3086371	277	CpG:_25
chr1	3112542	3112816	275	CpG:_24
chr1	3118539	3118827	289	CpG:_25
chr1	3120266	3120909	644	CpG:_52
chr1	3127960	3128542	583	CpG:_83
chr1	3167770	3168793	1024	CpG:_112
chr1	3235040	3235431	392	CpG:_28
chr1	3247840	3248135	296	CpG:_26
chr1	3267744	3269765	2022	CpG:_208
chr1	3282609	3282943	335	CpG:_24
chr1	3286755	3286979	225	CpG:_23
chr1	3288216	3288462	247	CpG:_21
chr1	3320342	3320564	223	CpG:_18
chr1	3334656	3335925	1270	CpG:_162
chr1	3360124	3360338	215	CpG:_20
chr1	3368356	3368589	234	CpG:_17
chr1	3400815	3401155	341	CpG:_31
chr1	3411133	3411450	318	CpG:_26
chr1	3419897	3420109	213	CpG:_18
chr1	3433415	3433944	530	CpG:_42
chr1	3458756	3459486	731	CpG:_83
chr1	3502154	3502517	364	CpG:_28
chr1	3518239	3518849	611	CpG:_46
chr1	3535620	3535962	343	CpG:_34
chr1	3544098	3544385	288	CpG:_23
chr1	3573481	3573861	381	CpG:_29
chr1	3580553	3580789	237	CpG:_18
chr1	3583583	3584058	476	CpG:_39
chr1	3589372	3589650	279	CpG:_23
chr1	3616442	3616716	275	CpG:_25
chr1	3623740	3624093	354	CpG:_26
chr1	3636745	3637030	286	CpG:_22
chr1	4005661	4005934	274	CpG:_27
chr1	4123034	4123271	238	CpG:_19
chr1	4141485	4141709	225	CpG:_22
chr1	4233085	4233304	220	CpG:_17
chr1	4301906	4302156	251	CpG:_17
chr1	4350440	4350661	222	CpG:_18
chr1	4386684	4386941	258	CpG:_20
chr1	4394927	4395738	812	CpG:_62
chr1	4395965	4396398	434	CpG:_28
chr1	4406528	4406963	436	CpG:_35
chr1	4466054	4466927	874	CpG:_80
chr1	4563315	4563646	332	CpG:_24
chr1	4624859	4625141	283	CpG:_20
chr1	4628304	4628659	356	CpG:_28
chr1	4642511	4642732	222	CpG:_20
chr1	4696564	4696820	257	CpG:_21
chr1	4722670	4723847	1178	CpG:_99
chr1	4745626	4746223	598	CpG:_89
chr1	4748915	4749533	619	CpG:_53
chr1	4779331	4781217	1887	CpG:_155
chr1	4781565	4781791	227	CpG:_24
chr1	4785147	4786027	881	CpG:_86
chr1	4786968	4787191	224	CpG:_29
chr1	4788505	4795206	6702	CpG:_525
chr1	4797717	4798186	470	CpG:_32
chr1	4798467	4799157	691	CpG:_67
chr1	4837478	4838195	718	CpG:_70
chr1	4840358	4840561	204	CpG:_23
chr1	4849351	4849565	215	CpG:_16
chr1	4881784	4882064	281	CpG:_23
chr1	4884503	4884758	256	CpG:_19
chr1	4896748	4897007	260	CpG:_22
chr1	4899922	4900201	280	CpG:_23
chr1	4904314	4904577	264	CpG:_19
chr1	4926840	4927087	248	CpG:_21
chr1	4969182	4969478	297	CpG:_28
chr1	5000043	5000428	386	CpG:_38
chr1	5121638	5121903	266	CpG:_22
chr1	5124835	5125063	229	CpG:_17
chr1	5129486	5129730	245	CpG:_29
chr1	5139090	5139310	221	CpG:_19
chr1	5144874	5145450	577	CpG:_51
chr1	5160192	5160516	325	CpG:_25
chr1	5182263	5182585	323	CpG:_23
chr1	5186934	5187159	226	CpG:_18
chr1	5188551	5188992	442	CpG:_29
chr1	5190590	5190802	213	CpG:_16
chr1	5190885	5191963	1079	CpG:_80
chr1	5218979	5219292	314	CpG:_34
chr1	5248448	5250522	2075	CpG:_293
chr1	5336383	5337048	666	CpG:_49
chr1	5351112	5351591	480	CpG:_37
chr1	5380164	5380546	383	CpG:_31
chr1	5408186	5408425	240	CpG:_23
chr1	5418251	5420442	2192	CpG:_288
chr1	5714328	5714580	253	CpG:_21
chr1	5734512	5734888	377	CpG:_51
chr1	5849536	5851692	2157	CpG:_145
chr1	5857165	5857412	248	CpG:_21
chr1	5892809	5893110	302	CpG:_27
chr1	5915170	5915400	231	CpG:_19
chr1	5934996	5935727	732	CpG:_68
chr1	6230983	6231278	296	CpG:_26
chr1	6359470	6361511	2042	CpG:_209
chr1	6406556	6406826	271	CpG:_21
chr1	6700667	6700898	232	CpG:_17
chr1	6875251	6875631	381	CpG:_42
chr1	6886185	6886530	346	CpG:_34
chr1	6945479	6946427	949	CpG:_69
chr1	6991194	6991406	213	CpG:_17
chr1	7029168	7030176	1009	CpG:_86
chr1	7054664	7055310	647	CpG:_56
chr1	7190193	7190749	557	CpG:_63
chr1	7271990	7272737	748	CpG:_63
chr1	7274185	7274484	300	CpG:_24
chr1	7276436	7278155	1720	CpG:_186
chr1	7279112	7279458	347	CpG:_28
chr1	7280124	7280376	253	CpG:_18
chr1	7285520	7285864	345	CpG:_25
chr1	7288083	7288917	835	CpG:_62
chr1	7292780	7293020	241	CpG:_24
chr1	7296145	7296570	426	CpG:_33
chr1	7297269	7297641	373	CpG:_32
chr1	7297787	7298101	315	CpG:_23
chr1	7298844	7299227	384	CpG:_29
chr1	7299771	7300054	284	CpG:_23
chr1	7304294	7304539	246	CpG:_20
chr1	7304747	7305150	404	CpG:_38
chr1	7358737	7358967	231	CpG:_16
chr1	7376691	7377400	710	CpG:_56
chr1	7388941	7390049	1109	CpG:_98
chr1	7420637	7421018	382	CpG:_27
chr1	7443948	7444169	222	CpG:_16
chr1	7447382	7447735	354	CpG:_28
chr1	7473116	7473333	218	CpG:_19
chr1	7485066	7485489	424	CpG:_62
chr1	7524136	7524628	493	CpG:_49
chr1	7660266	7660645	380	CpG:_34
chr1	7799591	7801161	1571	CpG:_188
chr1	7837078	7837297	220	CpG:_16
chr1	7841780	7842072	293	CpG:_22
chr1	7847960	7848482	523	CpG:_47
chr1	8001970	8002449	480	CpG:_45
chr1	8059263	8059530	268	CpG:_23
chr1	8059701	8061247	1547	CpG:_144
chr1	8098094	8098713	620	CpG:_72
chr1	8119936	8120233	298	CpG:_26
chr1	8172859	8173078	220	CpG:_24
chr1	8311733	8311943	211	CpG:_16
chr1	8405091	8405327	237	CpG:_19
chr1	8577389	8577685	297	CpG:_24
chr1	8846974	8849131	2158	CpG:_188
chr1	8850055	8850765	711	CpG:_58
chr1	8864666	8865290	625	CpG:_59
chr1	9540767	9541204	438	CpG:_38
chr1	9544846	9545352	507	CpG:_45
chr1	9567094	9567655	562	CpG:_72
chr1	9567804	9568050	247	CpG:_18
chr1	9571181	9571889	709	CpG:_64
chr1	9582143	9582441	299	CpG:_43
chr1	9583469	9584080	612	CpG:_45
chr1	9637965	9638442	478	CpG:_48
chr1	9645879	9646776	898	CpG:_84
chr1	9648655	9649080	426	CpG:_34
chr1	9666369	9666882	514	CpG:_51
chr1	9697005	9697421	417	CpG:_29
chr1	9707088	9708442	1355	CpG:_116
chr1	9741204	9741541	338	CpG:_25
chr1	9766665	9767537	873	CpG:_112
chr1	9774540	9774998	459	CpG:_64
chr1	9822444	9822786	343	CpG:_39
chr1	9846164	9846643	480	CpG:_43
chr1	9924401	9925209	809	CpG:_78
chr1	9925407	9925858	452	CpG:_36
chr1	9988482	9988940	459	CpG:_46
chr1	10172743	10173139	397	CpG:_34
chr1	10179018	10179531	514	CpG:_42
chr1	10185036	10185255	220	CpG:_16
chr1	10281803	10283009	1207	CpG:_111
chr1	10285077	10285444	368	CpG:_27
chr1	10286917	10287134	218	CpG:_16
chr1	10297934	10299678	1745	CpG:_149
chr1	10301810	10302098	289	CpG:_27
chr1	10302390	10302645	256	CpG:_20
chr1	10311655	10312013	359	CpG:_26
chr1	10413649	10414145	497	CpG:_53
chr1	10420030	10420390	361	CpG:_50
chr1	10462358	10463050	693	CpG:_83
chr1	10497230	10498075	846	CpG:_103
chr1	10569104	10569622	519	CpG:_48
chr1	10610469	10611395	927	CpG:_87
chr1	10744466	10744775	310	CpG:_30
chr1	10745298	10745511	214	CpG:_38
chr1	10749959	10750308	350	CpG:_45
chr1	10758787	10759089	303	CpG:_25
chr1	10780096	10780645	550	CpG:_84
chr1	10799299	10799959	661	CpG:_56
chr1	10804887	10805824	938	CpG:_109
chr1	10822490	10822907	418	CpG:_51
chr1	10824609	10825142	534	CpG:_48
chr1	10853051	10853573	523	CpG:_51
chr1	10922622	10923277	656	CpG:_70
chr1	10936473	10936956	484	CpG:_58
chr1	10938990	10939361	372	CpG:_38
chr1	10947953	10948231	279	CpG:_21
chr1	10950112	10950545	434	CpG:_38
chr1	10959332	10959717	386	CpG:_35
chr1	10961520	10961799	280	CpG:_21
chr1	10982029	10982668	640	CpG:_55
chr1	10991366	10991693	328	CpG:_50
chr1	11001216	11001493	278	CpG:_20
chr1	11029729	11030194	466	CpG:_37
chr1	11041853	11042479	627	CpG:_53
chr1	11058530	11058818	289	CpG:_27
chr1	11318255	11318464	210	CpG:_18
chr1	11388415	11388789	375	CpG:_34
chr1	11631337	11633531	2195	CpG:_251
chr1	11650983	11651200	218	CpG:_16
chr1	12039524	12039820	297	CpG:_32
chr1	12055144	12055762	619	CpG:_59
chr1	12062915	12063504	590	CpG:_49
chr1	12096788	12097435	648	CpG:_79
chr1	12112848	12113140	293	CpG:_29
